actor,instrument,objective,sector,climate_amount_usd_m
"United Kingdom / Foreign, Commonwealth and Development Office",equity,both,finance_policy,3.065079
United States / Agency for International Development,grant,adaptation,industry_mining,3.0509032000000005
IKEA Foundation,grant,adaptation,other,3.0279624000000003
United Kingdom / Conflict stability and security fund,grant,adaptation,other,3.0180066
Sweden / Ministry of Foreign Affairs,grant,both,transport,3.0066002000000003
Australia / Australian Government,equity,both,energy,3.0
African Development Bank,other,adaptation,industry_mining,3.0
Global Environment Facility / Special Climate Change Trust Fund (SCCF),grant,adaptation,water,3.0
Global Environment Facility / Special Climate Change Trust Fund (SCCF),grant,both,agriculture_land_use,3.0
Global Environment Facility / GEF Trust Fund,debt,both,other,3.0
France / Ministry of Foreign Affairs,grant,mitigation,other,2.990989
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,transport,2.9705146
Canada / International Development Research Centre,grant,adaptation,transport,2.9672626
Central Emergency Response Fund / Under Funded,grant,adaptation,transport,2.9608
Korea / Miscellaneous,grant,both,education,2.9317706
Japan / Japanese International Co-operation Agency,grant,adaptation,finance_policy,2.9204368
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,adaptation,industry_mining,2.8978304
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,energy,2.8778442
Spain / Spanish Agency for International Development Co-operation,grant,mitigation,water,2.8693462000000003
Canada / Global Affairs Canada,grant,both,buildings,2.867993
Nordic Development Fund,grant,mitigation,buildings,2.825
Luxembourg / Ministry of Foreign and European Affairs,grant,adaptation,agriculture_land_use,2.819316
Germany / Federal Ministry of Food and Agriculture,grant,both,transport,2.8144326
Slovenia / Ministry of Finance,grant,both,water,2.8095716
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,both,other,2.806121
Norway / Norwegian Agency for Development Co-operation,grant,mitigation,buildings,2.7996488
Switzerland / Swiss Agency for Development and Co-operation,grant,both,buildings,2.7844168000000002
Iceland / Ministry of Foreign Affairs,grant,adaptation,other,2.7814294000000004
Oak Foundation,grant,adaptation,other,2.778684
Sweden / Swedish International Development Authority,grant,both,education,2.7661054
New Zealand / Ministry of Foreign Affairs and Trade,grant,adaptation,industry_mining,2.7592768000000003
Germany / Land North Rhine-Westphalia,grant,both,other,2.7465104
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,adaptation,agriculture_land_use,2.740919
World Bank (IBRD/IDA),other,adaptation,other,2.74
Czechia / Czech Development Agency,grant,both,agriculture_land_use,2.7387564
Food and Agriculture Organisation / Core resources - developmental,grant,both,water,2.7323824
Germany / Federal Ministry of Education and Research,grant,adaptation,education,2.7270464
Korea / Korea International Cooperation Agency,grant,adaptation,health,2.7100776000000004
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,both,industry_mining,2.7081560000000002
Canada / International Development Research Centre,grant,adaptation,buildings,2.7080206
Central Emergency Response Fund / Rapid Response,grant,adaptation,agriculture_land_use,2.6963999999999997
Norway / Norwegian Agency for Development Co-operation,grant,mitigation,other,2.693467
Korea / Miscellaneous,grant,adaptation,buildings,2.6855626
Korea / Miscellaneous,grant,both,health,2.6833336
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,mitigation,buildings,2.6797224
Korea / Miscellaneous,grant,both,finance_policy,2.6709568000000004
Iceland / Ministry of Foreign Affairs,grant,both,education,2.6702852000000004
Global Environment Facility / GEF Trust Fund,grant,mitigation,health,2.666666
Iceland / Ministry of Foreign Affairs,grant,both,other,2.6535588000000003
Japan / Ministry of Foreign Affairs,grant,mitigation,water,2.6533884000000003
Global Environment Facility / Global Biodiversity Framework Fund (GBFF),grant,both,other,2.6478400000000004
Canada / Global Affairs Canada,grant,mitigation,energy,2.6428064
Gordon and Betty Moore Foundation,grant,adaptation,transport,2.6419932000000004
Arcadia / Arcadia Fund,grant,mitigation,finance_policy,2.63596
Switzerland / State Secretariat for Economic Affairs,grant,mitigation,finance_policy,2.612152
"United Kingdom / Foreign, Commonwealth and Development Office",grant,mitigation,agriculture_land_use,2.6024844000000003
Germany / KfW Bankengruppe (KfW banking group),debt,both,other,2.5951556
Switzerland / Swiss Agency for Development and Co-operation,grant,adaptation,health,2.589932
France / COOP DECENTRAL/MAE,grant,both,other,2.5796550000000003
Finland / FinnFund,debt,both,agriculture_land_use,2.538174
Italy / Ministry of Environment and Energy Security,grant,both,other,2.5317804
Iceland / Ministry of Foreign Affairs,grant,both,agriculture_land_use,2.5195098
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,both,buildings,2.5055926000000004
Japan / Japanese International Co-operation Agency,grant,adaptation,health,2.5044092
Iceland / Ministry of Foreign Affairs,grant,both,energy,2.4988606
"Germany / Federal Ministry for the Enviroment, Nature Conservation, Nuclear Safety and Consumer Protection",grant,both,other,2.4938124000000004
Japan / Japanese International Co-operation Agency,grant,both,water,2.4852928
United Kingdom / Department of Health  and Social Care,grant,mitigation,energy,2.4707234
Asian Development Bank,equity,mitigation,transport,2.4624061900000003
Norway / Ministry of Foreign Affairs,grant,adaptation,education,2.462238
Fondation Botnar / Botnar Foundation,grant,adaptation,buildings,2.4487176
Japan / Japanese International Co-operation Agency,grant,both,transport,2.4465464
United Kingdom / British International Investment,debt,both,agriculture_land_use,2.444997
Finland / Ministry of Foreign Affairs,grant,both,transport,2.44241
Swedish Postcode Lottery,grant,adaptation,other,2.4351556000000003
Belgium / Directorate General for Co-operation and Development,grant,mitigation,buildings,2.433309
France / IRD,grant,adaptation,other,2.4319256
Switzerland / Swiss Agency for Development and Co-operation,grant,adaptation,buildings,2.4283212
Germany / Federal Ministry for Economic Cooperation and Development,equity,both,other,2.4226692
France / MINEFI/NATEXIS,grant,mitigation,water,2.4220108
United Kingdom / Department for Environment Food and Rural Affairs,grant,adaptation,agriculture_land_use,2.4212666
France / MINEFI/NATEXIS,grant,mitigation,energy,2.4207294000000004
"United Kingdom / Foreign, Commonwealth and Development Office",grant,mitigation,water,2.4166456000000003
Austria / Austrian Development Bank,equity,both,other,2.4000000000000004
Laudes Foundation,grant,both,transport,2.3956406
United Kingdom / British International Investment,debt,mitigation,agriculture_land_use,2.3937936
Korea / Korea International Cooperation Agency,grant,adaptation,finance_policy,2.3855372
Japan / Japanese International Co-operation Agency,grant,both,other,2.3689534
Global Environment Facility / GEF Trust Fund,grant,adaptation,transport,2.3652
Austria / Austrian Development Agency,grant,adaptation,finance_policy,2.357954
Ford Foundation,grant,mitigation,energy,2.35
Korea / Miscellaneous,grant,mitigation,other,2.3468536
Luxembourg / Ministry of Foreign and European Affairs,grant,both,other,2.3422402
Belgium / Flanders Official Regional Ministries,grant,adaptation,transport,2.311041
Ireland / Department of Foreign Affairs,grant,both,health,2.3056398000000002
Belgium / Directorate General for Co-operation and Development,grant,both,waste,2.294451
Private Infrastructure Development Group / GAP,grant,mitigation,energy,2.28045
Asian Development Bank,equity,both,agriculture_land_use,2.25
Asian Development Bank,other,adaptation,other,2.25
Switzerland / State Secretariat for Economic Affairs,grant,both,transport,2.2395608
Australia / Australian Government,grant,mitigation,health,2.2259332
France / Proparco,grant,mitigation,industry_mining,2.223048
Asian Development Bank,debt,mitigation,education,2.223
Belgium / Directorate General for Co-operation and Development,grant,adaptation,education,2.2188104
Sweden / Swedish International Development Authority,grant,adaptation,education,2.2117218
People's Postcode Lottery,grant,both,finance_policy,2.2070816
Norwegian Postcode Lottery,grant,both,transport,2.2008616
Private Infrastructure Development Group / InfraCo Africa,equity,adaptation,agriculture_land_use,2.2
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,both,water,2.186474
Margaret A. Cargill Foundation,grant,both,other,2.175
Denmark / Ministry of Foreign Affairs,grant,mitigation,waste,2.174022
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,adaptation,energy,2.163098
Austria / Federal Ministry of Finance,grant,both,water,2.163098
Austria / Federal Ministry of Finance,grant,adaptation,buildings,2.162864
EU Institutions / European Commission,grant,mitigation,buildings,2.1626296000000003
Korea / Korea International Cooperation Agency,grant,mitigation,finance_policy,2.16
Dutch Postcode Lottery,grant,both,education,2.151816
Korea / Ministry of Strategy and Finance,grant,mitigation,energy,2.1426188
Ireland / Department of Foreign Affairs,grant,adaptation,energy,2.1380926000000002
UNDP,grant,adaptation,transport,2.1254432000000003
Canada / International Development Research Centre,grant,adaptation,energy,2.1239868
United Kingdom / British International Investment,debt,both,water,2.109385
UN Peacebuilding Fund / UNPBF,grant,adaptation,energy,2.1
Sweden / SwedFund,debt,both,agriculture_land_use,2.0835328
Oak Foundation,grant,both,finance_policy,2.083335
Sweden / SwedFund,grant,mitigation,industry_mining,2.0816980000000003
Austria / Austrian Development Agency,grant,adaptation,buildings,2.0810838
Ford Foundation,grant,adaptation,agriculture_land_use,2.076204
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,mitigation,education,2.054572
United Kingdom / Department for Environment Food and Rural Affairs,grant,adaptation,finance_policy,2.0492112000000002
Food and Agriculture Organisation / Core resources - developmental,grant,both,buildings,2.0474106
United States / Millennium Challenge Corporation,grant,adaptation,energy,2.04
Qatar / Qatar Fund for Development,grant,both,education,2.0392056
United States / State Department,grant,adaptation,energy,2.038972
Canada / Environment and Climate Change Canada,grant,mitigation,other,2.038093
Belgium / Flanders Official Regional Ministries,grant,adaptation,buildings,2.036082
Japan / Japanese International Co-operation Agency,grant,adaptation,buildings,2.035718
France / Ministry of Foreign Affairs,grant,both,transport,2.0348004
"Austria / Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",grant,mitigation,finance_policy,2.03157
Switzerland / Swiss Agency for Development and Co-operation,grant,mitigation,industry_mining,2.026444
Hungary / Hungarian Export Import Bank PLC,debt,mitigation,water,2.0
William and Flora Hewlett Foundation / William & Flora Hewlett Foundation,grant,adaptation,energy,2.0
John D. and Catherine T. MacArthur Foundation / John & Catherine MacArthur Foundation,debt,adaptation,transport,2.0
Joint Sustainable Development Goals Fund,grant,mitigation,energy,1.999952
Asian Development Bank,grant,adaptation,industry_mining,1.9980000000000002
Austria / Austrian Development Agency,grant,both,other,1.9918902
France / COOP DECENTRAL/MAE,grant,adaptation,water,1.9867572000000002
Canada / Provincial Governments and municipalities,grant,adaptation,agriculture_land_use,1.9699462
United Kingdom / Department for Environment Food and Rural Affairs,grant,mitigation,finance_policy,1.9566888000000002
Norway / NORFUND,debt,mitigation,agriculture_land_use,1.956483
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,adaptation,education,1.922686
